County,State,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Gini.Coefficient,Teen.births,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,target
"Lucas County, Iowa",Iowa,12.6,87.4,10.5,2.4,73.5,"(25000.0, 30000.0]",22.2,17.3,27.45,1.4,8.15,23.55,97.85,0.15,0.5,0.30000000000000004,0.5,23.05,12.65,9154,0.407,39.3,,0.319,0.092,158.2,,0.125,0.045,232.41,,68.0,,47.2,15.05,38.09634628810798
"Douglas County, Nevada",Nevada,8.8,91.2,25.9,9.9,74.25,"(30000.0, 40000.0]",33.2,18.95,27.25,0.95,10.7,8.95,84.2,0.30000000000000004,1.45,1.5,2.65,11.8,6.65,46335,0.465,19.0,0.17800000000000002,0.225,0.081,138.6,88.3,0.195,0.12,162.78,,80.8,,24.7,7.85,32.122995228014794
"Hawkins County, Tennessee",Tennessee,21.9,78.1,12.4,4.0,73.2,"(20000.0, 25000.0]",27.85,16.45,21.5,0.6000000000000001,10.05,23.5,95.95,1.35,0.15,0.45,0.95,25.35,14.7,56895,0.441,52.6,0.262,0.34500000000000003,0.126,176.5,49.7,0.159,0.079,268.76,3.3,95.5,6.5,35.3,18.65,63.34686382526335
"James City County, Virginia",Virginia,6.7,93.3,45.0,20.4,78.95,"(30000.0, 40000.0]",45.45,17.9,23.1,0.0,7.95,5.5,78.75,13.2,0.2,2.1,2.0,15.75,2.25,63936,0.416,22.3,0.092,0.265,0.106,237.5,56.3,0.115,0.051,107.91,,45.1,,54.9,6.65,5.131384982567788
"Snohomish County, Washington",Washington,9.3,90.7,28.2,8.3,73.75,"(30000.0, 40000.0]",35.55,15.65,25.9,0.5,11.3,11.05,76.25,2.25,1.15,8.35,4.05,11.8,7.5,693522,0.395,22.8,0.156,0.29100000000000004,0.08199999999999999,243.5,109.9,0.14800000000000002,0.078,222.68,2.33,54.5,4.6,38.2,8.3,-16.643187634088967
"Huntingdon County, Pennsylvania",Pennsylvania,14.5,85.5,13.8,4.9,74.3,"(20000.0, 25000.0]",27.15,19.4,19.75,1.65,12.7,19.3,92.0,5.3,0.05,0.4,0.85,18.15,10.1,45696,0.41700000000000004,29.7,0.23199999999999998,0.294,0.096,244.1,171.0,0.127,0.095,156.95,,71.1,,43.3,11.15,50.68732047599508
"El Paso County, Colorado",Colorado,7.5,92.5,34.9,13.2,74.9,"(25000.0, 30000.0]",39.6,17.2,25.4,0.2,9.0,8.6,72.8,5.85,0.6000000000000001,2.75,3.9,18.05,6.55,604354,0.43,36.3,0.17800000000000002,0.214,0.059,474.8,146.9,0.154,0.09300000000000001,441.69,4.2,62.9,7.7,42.3,10.8,22.56785615102482
"Live Oak County, Texas",Texas,22.9,77.1,14.0,4.1,72.15,"(15000.0, 20000.0]",28.9,21.4,23.25,1.35,12.65,12.4,57.1,3.2,0.45,0.4,0.55,27.6,8.25,11401,0.429,48.9,,0.295,0.11699999999999999,314.5,70.2,0.228,0.042,98.68,,73.0,,27.1,15.0,63.53409889852355
"Putnam County, Georgia",Georgia,19.6,80.4,18.8,6.7,73.85,"(25000.0, 30000.0]",25.4,18.65,25.35,1.25,12.6,16.8,66.55,26.85,0.05,0.4,0.65,16.55,13.4,20681,0.51,60.9,0.166,0.32299999999999995,0.14200000000000002,271.7,42.4,0.23,0.107,457.39,,86.0,12.3,63.8,13.0,39.98515533877639
"Toombs County, Georgia",Georgia,19.9,80.1,14.3,5.4,70.15,"(20000.0, 25000.0]",29.15,15.6,23.6,6.35,12.3,13.0,62.15,24.35,0.1,0.6000000000000001,1.4,41.8,21.65,27412,0.479,84.8,0.173,0.336,0.13699999999999998,725.4,187.4,0.242,0.106,490.78,6.37,81.8,6.6,35.1,27.4,46.92577953447518
"Kosciusko County, Indiana",Indiana,15.3,84.7,20.2,7.2,69.95,"(25000.0, 30000.0]",26.6,13.05,22.95,0.6000000000000001,7.85,29.0,90.15,0.65,0.2,0.85,1.05,14.15,5.6,76727,0.397,41.1,0.21899999999999997,0.308,0.107,210.8,55.1,0.19699999999999998,0.07400000000000001,64.29,,57.4,6.3,31.1,9.75,55.154041432914426
"Madison County, Indiana",Indiana,13.6,86.4,16.6,6.0,71.7,"(25000.0, 30000.0]",28.05,18.6,25.1,0.45,10.0,17.8,86.85,7.8,0.15,0.4,2.05,28.8,7.6,131325,0.408,48.3,0.27899999999999997,0.373,0.124,425.2,145.1,0.16399999999999998,0.09699999999999999,217.59,3.92,81.9,7.2,30.6,13.9,25.682072307118894
"Gilmer County, West Virginia",West Virginia,25.1,74.9,12.2,4.3,77.7,"(0.0, 15000.0]",21.85,34.9,18.0,0.2,11.7,13.45,78.65,12.3,0.55,0.75,2.55,49.65,14.45,7791,0.477,23.7,0.28400000000000003,0.35600000000000004,0.11,126.4,218.3,0.21600000000000003,0.07,350.16,,78.6,,44.4,29.4,53.48101265822787
"Benewah County, Idaho",Idaho,12.8,87.2,12.1,4.2,71.2,"(20000.0, 25000.0]",25.4,19.8,18.3,8.25,11.25,17.0,85.75,0.7000000000000001,8.0,0.25,2.75,20.15,6.15,9265,0.374,53.8,0.263,0.266,0.115,184.6,,0.215,0.12,249.96,,86.0,,28.6,15.0,55.36736641221373
"Union County, Kentucky",Kentucky,17.5,82.5,12.4,3.7,62.0,"(20000.0, 25000.0]",27.15,14.4,19.7,2.4,15.1,21.25,83.5,13.15,0.2,0.4,1.25,10.4,16.95,15082,0.39399999999999996,55.6,0.209,0.363,0.122,1407.0,271.0,0.17500000000000002,0.07,82.03,,88.9,,60.1,19.55,54.25857349863146
"Patrick County, Virginia",Virginia,25.9,74.1,9.5,2.3,75.05,"(20000.0, 25000.0]",24.3,15.05,23.55,1.05,11.8,24.25,90.3,5.95,0.25,0.2,0.85,23.95,14.65,18622,0.391,35.1,0.19699999999999998,0.292,0.122,103.3,51.0,0.185,0.08,139.16,,84.7,,16.7,14.05,55.20084815643773
"Calumet County, Wisconsin",Wisconsin,8.0,92.0,25.3,6.2,77.25,"(30000.0, 40000.0]",33.7,11.3,22.05,1.5,8.9,22.5,93.2,0.55,0.4,2.1,0.95,7.95,6.15,46689,0.36700000000000005,13.2,0.11,0.31,0.077,189.9,15.2,0.076,0.054000000000000006,112.33,,48.0,,35.6,5.6,21.60883877558743
"Washakie County, Wyoming",Wyoming,10.4,89.6,24.5,8.9,70.8,"(25000.0, 30000.0]",30.0,16.8,21.05,3.4,17.4,11.4,83.6,0.6000000000000001,0.55,0.45,0.95,1.1,9.0,8162,0.455,41.9,0.14,0.24100000000000002,0.085,141.4,,0.183,0.054000000000000006,67.97,,70.2,,48.5,5.2,64.03768506056528
"Ramsey County, Minnesota",Minnesota,10.1,89.9,38.9,15.3,77.45,"(30000.0, 40000.0]",42.45,15.85,24.85,0.35000000000000003,5.65,10.85,69.55,9.8,0.6000000000000001,10.6,2.7,24.2,8.85,504538,0.45799999999999996,35.0,0.145,0.24600000000000002,0.07200000000000001,530.8,264.2,0.121,0.057999999999999996,466.08,3.84,50.5,6.4,43.1,15.0,-39.43773429285817
"Howell County, Missouri",Missouri,17.6,82.4,14.1,6.2,73.9,"(20000.0, 25000.0]",26.25,14.1,23.15,2.45,9.4,24.55,95.2,0.5,0.8,0.45,1.4,33.5,15.65,39480,0.414,68.2,0.266,0.293,0.103,228.7,61.7,0.18899999999999997,0.07,302.12,5.08,98.1,6.4,37.6,20.0,63.20987654320989
"Johnson County, Wyoming",Wyoming,5.4,94.6,25.3,8.6,72.35,"(25000.0, 30000.0]",34.65,14.75,23.35,4.5,13.05,9.75,95.15,0.1,0.4,0.2,0.9,17.45,6.65,8326,0.44,33.8,0.159,0.24,0.09,81.0,,0.18600000000000003,0.06,204.24,,60.2,,18.6,8.35,65.2793745688664
"Escambia County, Florida",Florida,13.3,86.7,23.4,8.6,68.7,"(20000.0, 25000.0]",31.25,19.95,28.8,0.2,10.4,9.4,67.3,22.05,0.65,2.7,3.15,28.5,9.5,300455,0.456,49.6,0.21899999999999997,0.30000000000000004,0.124,581.4,450.5,0.209,0.084,806.36,7.38,73.3,9.1,43.6,15.95,20.616190331708545
"Dawson County, Georgia",Georgia,15.4,84.6,18.8,5.7,74.2,"(25000.0, 30000.0]",25.55,17.7,27.8,1.05,14.15,13.8,93.5,0.2,0.45,0.5,1.85,15.15,5.65,21830,0.42100000000000004,44.3,0.292,0.275,0.10800000000000001,164.7,80.7,0.22399999999999998,0.077,82.83,,71.7,,56.0,11.5,72.22602739726028
"Marion County, Illinois",Illinois,15.9,84.1,13.6,4.5,76.1,"(20000.0, 25000.0]",24.1,21.5,22.35,0.9,8.9,22.2,92.5,3.3,0.25,0.55,2.15,31.65,10.15,39462,0.428,62.9,0.252,0.327,0.08199999999999999,460.1,65.5,0.126,0.109,293.31,,79.0,,59.9,16.85,44.85542168674699
"Putnam County, West Virginia",West Virginia,11.1,88.9,23.8,8.9,72.1,"(30000.0, 40000.0]",38.55,13.4,24.85,0.15,11.5,11.6,96.55,1.0,0.1,0.65,0.9,19.7,7.05,55183,0.413,31.5,0.201,0.294,0.121,144.6,36.1,0.145,0.057999999999999996,163.53,2.62,67.4,6.8,32.1,10.8,47.7478214621773
"Chenango County, New York",New York,15.0,85.0,17.0,6.7,77.05,"(25000.0, 30000.0]",30.45,17.35,22.3,1.4,9.8,18.8,95.7,0.75,0.2,0.35000000000000003,1.25,21.05,11.6,50716,0.419,32.3,0.226,0.28800000000000003,0.09,153.6,108.0,0.12300000000000001,0.084,117.47,,49.7,8.2,49.2,13.05,28.051675592116162
"Turner County, Georgia",Georgia,31.5,68.5,13.2,6.0,72.95,"(15000.0, 20000.0]",26.55,21.7,23.15,4.1,8.15,16.35,54.45,40.6,0.25,0.30000000000000004,0.75,36.65,17.65,9152,0.462,93.5,0.19,0.326,0.134,619.7,303.5,0.26,0.096,407.4,,90.9,,75.2,25.65,25.103244837758126
"Lampasas County, Texas",Texas,17.4,82.6,17.3,4.9,75.15,"(25000.0, 30000.0]",24.55,19.2,25.4,1.3,15.75,13.85,76.25,2.85,0.65,0.7000000000000001,2.45,22.85,10.35,20074,0.435,54.2,,0.29,0.102,407.2,28.4,0.273,0.069,121.09,,63.0,,26.5,15.95,60.03190575530738
"San Patricio County, Texas",Texas,23.7,76.3,15.1,3.7,72.6,"(20000.0, 25000.0]",28.45,20.5,23.0,1.15,13.45,13.45,42.7,1.75,0.30000000000000004,0.8,1.05,30.4,11.95,66598,0.436,74.1,0.19699999999999998,0.292,0.10800000000000001,482.0,76.3,0.231,0.076,290.12,3.44,53.8,6.2,43.7,15.7,24.07381583228745
"Monmouth County, New Jersey",New Jersey,8.8,91.2,39.2,14.9,84.25,"(40000.0, 100000.0]",42.1,14.85,27.45,0.30000000000000004,8.05,7.25,77.3,7.2,0.1,4.95,1.45,8.35,6.15,636182,0.462,13.4,0.158,0.22399999999999998,0.085,187.3,330.3,0.122,0.08900000000000001,197.97,1.8,35.5,3.6,69.9,6.2,9.464674419052635
"Reeves County, Texas",Texas,47.2,52.8,7.6,1.6,67.85,"(15000.0, 20000.0]",23.05,29.65,18.7,2.8,14.4,11.45,21.45,3.3,0.1,0.6000000000000001,1.15,51.35,27.1,12441,0.434,94.6,,0.309,0.094,232.6,235.8,0.273,0.096,276.28,,52.8,,19.9,28.3,-7.600502512562819
"Callaway County, Missouri",Missouri,14.9,85.1,20.4,6.9,75.6,"(25000.0, 30000.0]",29.95,19.25,26.8,1.15,10.1,12.75,90.8,4.45,0.30000000000000004,0.55,2.35,13.45,6.85,43762,0.40399999999999997,31.2,0.298,0.34600000000000003,0.103,310.7,350.0,0.14300000000000002,0.061,265.58,3.63,83.2,9.2,44.9,10.85,42.16029696240916
"Henry County, Indiana",Indiana,16.5,83.5,13.8,4.6,76.95,"(25000.0, 30000.0]",25.65,17.85,23.8,0.35000000000000003,10.45,21.9,95.7,1.85,0.1,0.2,1.0,30.7,9.0,48471,0.401,38.8,0.28300000000000003,0.297,0.106,231.4,70.1,0.172,0.099,46.49,3.81,92.4,7.7,45.1,13.15,43.6911581569116
"Wood County, Texas",Texas,19.2,80.8,16.5,5.2,77.35,"(20000.0, 25000.0]",25.75,18.05,24.9,1.9,14.2,15.25,84.85,4.9,0.55,0.25,1.35,32.85,7.8,42034,0.428,53.0,0.29100000000000004,0.29,0.11699999999999999,128.1,125.8,0.272,0.07200000000000001,168.76,4.17,92.8,,48.1,14.2,70.02574278665665
"Greenlee County, Arizona",Arizona,10.2,89.8,13.4,3.2,76.0,"(30000.0, 40000.0]",28.2,16.2,16.35,1.55,26.65,11.1,49.05,0.5,1.65,0.45,1.45,12.25,16.0,8080,0.365,70.3,0.198,0.342,0.09300000000000001,441.6,82.3,0.14400000000000002,0.06,,,79.2,,46.2,14.15,24.668516805427075
"Seminole County, Georgia",Georgia,23.0,77.0,10.3,4.2,74.5,"(20000.0, 25000.0]",22.75,21.35,23.6,7.45,10.0,14.9,62.1,34.8,0.05,0.85,0.85,35.55,14.15,8898,0.529,79.6,0.172,0.322,0.14800000000000002,659.8,178.7,0.225,0.09300000000000001,195.53,,93.2,,70.1,22.05,32.345540956108465
"Humphreys County, Mississippi",Mississippi,37.1,62.9,11.5,3.8,79.9,"(15000.0, 20000.0]",26.4,17.6,21.6,6.9,11.3,16.2,23.3,74.05,0.65,0.1,0.4,64.8,28.6,9680,0.486,111.9,0.185,0.423,0.153,1460.5,395.6,0.214,0.159,,26.37,116.5,14.5,58.3,40.95,-48.01333703806611
"Montgomery County, Mississippi",Mississippi,25.4,74.6,16.3,3.2,75.3,"(20000.0, 25000.0]",27.35,12.7,24.5,2.15,12.95,20.3,52.85,45.4,0.05,0.35000000000000003,0.75,46.5,18.85,11168,0.462,62.6,0.19,0.363,0.17,772.6,329.6,0.20199999999999999,0.119,,,122.1,,43.6,25.25,13.431042767900053
"Paulding County, Ohio",Ohio,13.9,86.1,10.7,5.1,73.8,"(25000.0, 30000.0]",23.3,12.9,19.85,2.65,10.35,30.85,93.55,0.75,0.45,0.30000000000000004,1.0,20.85,8.8,19400,0.37,37.3,0.206,0.293,0.10099999999999999,252.3,54.2,0.14300000000000002,0.069,61.29,,72.1,,31.9,10.2,48.52974440171908
"Alcorn County, Mississippi",Mississippi,22.9,77.1,16.0,4.5,74.15,"(20000.0, 25000.0]",26.5,13.5,26.8,1.4,10.25,21.6,84.95,11.45,0.15,0.25,0.75,29.4,13.75,36320,0.457,71.7,0.23,0.321,0.132,313.1,121.9,0.207,0.09,,5.89,98.1,7.8,29.4,18.05,61.78878289696231
"Burleson County, Texas",Texas,23.2,76.8,10.5,3.5,75.55,"(25000.0, 30000.0]",25.25,18.35,20.45,1.95,16.85,17.2,68.05,12.7,0.15,0.2,1.25,23.05,16.55,16910,0.409,57.7,,0.319,0.118,301.4,130.9,0.275,0.06,190.77,,84.4,,53.0,15.45,55.0755939524838
"Schuyler County, New York",New York,12.6,87.4,17.4,7.8,78.6,"(25000.0, 30000.0]",31.2,19.8,22.75,1.35,10.5,14.45,95.55,1.35,0.2,0.25,1.25,16.15,5.35,18619,0.377,28.2,0.28700000000000003,0.28600000000000003,0.09,168.8,,0.118,0.084,79.13,,46.3,,47.2,9.1,28.707111480470132
"Jackson County, Michigan",Michigan,12.0,88.0,17.5,5.5,77.25,"(25000.0, 30000.0]",28.6,18.45,25.8,0.35000000000000003,8.55,18.2,86.2,7.7,0.30000000000000004,0.75,2.15,28.5,7.6,160934,0.418,44.0,0.212,0.34400000000000003,0.098,426.3,468.4,0.127,0.085,400.16,3.71,52.7,8.0,46.5,14.3,20.121609383759534
"Christian County, Missouri",Missouri,8.3,91.7,26.9,7.3,77.5,"(25000.0, 30000.0]",34.45,15.2,27.4,0.35000000000000003,10.25,12.4,94.55,0.7000000000000001,0.55,0.45,1.55,16.3,7.25,74986,0.391,33.9,0.209,0.293,0.085,183.3,61.1,0.16899999999999998,0.057999999999999996,243.02,,52.4,5.4,46.7,9.0,54.201091945692625
"Scott County, Missouri",Missouri,24.2,75.8,13.7,4.4,76.95,"(20000.0, 25000.0]",22.95,19.25,26.75,1.25,8.85,21.0,85.25,11.25,0.2,0.35000000000000003,1.35,31.5,17.6,39972,0.446,68.3,0.243,0.32299999999999995,0.105,378.2,85.9,0.16,0.066,788.82,,77.7,10.0,51.7,18.75,55.6367432150313
"Sabine County, Texas",Texas,22.5,77.5,12.2,3.7,75.2,"(25000.0, 30000.0]",25.2,20.3,16.6,3.7,16.25,17.95,87.2,8.5,0.30000000000000004,0.15,0.95,38.75,13.4,10505,0.429,66.1,,0.32,0.134,260.7,102.0,0.24100000000000002,0.153,207.87,,125.8,,36.0,17.0,72.77035760448082
"Currituck County, North Carolina",North Carolina,15.3,84.7,17.2,5.1,77.85,"(25000.0, 30000.0]",30.15,16.3,27.0,0.85,17.45,8.2,88.55,6.45,0.25,0.6000000000000001,1.55,14.35,7.35,23630,0.39899999999999997,33.5,0.264,0.292,0.113,275.5,114.6,0.177,0.069,207.24,,78.2,12.4,49.9,8.4,49.834983498349814
"Grady County, Oklahoma",Oklahoma,14.7,85.3,16.8,4.5,76.15,"(25000.0, 30000.0]",29.4,14.9,23.85,0.85,14.9,16.1,84.1,2.55,5.15,0.45,3.35,24.05,12.85,51432,0.418,47.0,0.273,0.37,0.10099999999999999,190.5,82.0,0.204,0.05,337.24,3.1,81.1,7.5,40.6,15.6,60.27317248506088
"Kendall County, Illinois",Illinois,8.0,92.0,32.3,10.2,81.7,"(30000.0, 40000.0]",35.95,13.15,28.25,0.2,9.9,12.6,75.1,4.85,0.05,2.65,1.7000000000000002,4.6,3.0,104403,0.332,20.7,0.163,0.281,0.066,157.8,32.6,0.094,0.078,138.37,2.64,33.6,6.5,53.3,3.7,1.4956213716422297
"Minnehaha County, South Dakota",South Dakota,9.1,90.9,28.9,8.5,72.75,"(25000.0, 30000.0]",32.05,15.35,29.2,0.55,8.0,14.75,87.3,3.1,2.2,1.4,1.85,16.65,7.55,172608,0.42200000000000004,36.3,0.179,0.29100000000000004,0.08,454.1,,0.126,0.042,251.97,2.45,57.1,6.1,33.7,9.55,14.608435659251498
"Pocahontas County, Iowa",Iowa,8.3,91.7,16.4,4.3,76.85,"(25000.0, 30000.0]",31.7,16.9,20.15,2.55,7.6,21.05,96.4,0.25,0.30000000000000004,0.2,0.7000000000000001,15.4,8.0,7442,0.386,30.2,0.2,0.301,0.114,125.3,,0.10800000000000001,0.040999999999999995,72.4,,,,51.6,9.4,45.157922213521275
"Scott County, Iowa",Iowa,9.5,90.5,29.7,9.9,78.6,"(25000.0, 30000.0]",34.25,16.2,25.15,0.35000000000000003,8.2,15.95,83.6,6.65,0.2,2.05,2.3,21.8,5.75,164109,0.449,43.2,0.17500000000000002,0.28500000000000003,0.08199999999999999,553.6,126.1,0.105,0.064,505.19,3.99,54.4,6.3,43.6,12.45,-1.4361789863097698
"Steuben County, New York",New York,12.5,87.5,19.9,9.5,76.35,"(25000.0, 30000.0]",32.35,17.35,21.95,1.15,10.45,16.8,94.7,1.5,0.25,1.25,1.05,25.25,8.05,97832,0.429,28.4,0.304,0.309,0.105,246.4,82.8,0.124,0.098,149.09,1.74,60.2,5.8,37.5,13.65,36.16084225887994
"Defiance County, Ohio",Ohio,12.2,87.8,16.3,6.6,75.15,"(25000.0, 30000.0]",26.25,13.75,23.2,0.35000000000000003,9.15,27.35,88.3,1.55,0.25,0.30000000000000004,1.2,25.9,7.35,38776,0.402,40.5,0.214,0.28300000000000003,0.107,339.5,56.2,0.138,0.073,71.94,,63.4,6.3,41.2,12.6,34.81876931722394
"McDonald County, Missouri",Missouri,23.4,76.6,8.9,2.0,74.75,"(20000.0, 25000.0]",18.5,18.7,23.35,1.3,14.85,23.25,80.25,0.5,2.35,0.85,3.6,26.6,13.1,22986,0.42200000000000004,67.4,0.337,0.317,0.107,248.1,79.9,0.251,0.062,384.93,6.24,99.1,10.0,41.9,16.4,64.01068869184988
"Lexington County, South Carolina",South Carolina,11.9,88.1,27.6,9.5,77.0,"(30000.0, 40000.0]",35.25,13.9,28.15,0.4,11.3,11.05,78.0,14.1,0.35000000000000003,1.35,1.55,20.7,8.6,253369,0.416,43.2,0.19899999999999998,0.307,0.114,408.4,258.7,0.17800000000000002,0.069,383.33,4.63,67.2,6.5,48.8,11.0,36.70965041164256
"Richland County, South Carolina",South Carolina,11.6,88.4,36.5,14.4,75.4,"(25000.0, 30000.0]",39.85,17.95,26.05,0.15,6.4,9.7,46.05,45.15,0.25,2.2,1.95,21.65,9.95,371824,0.462,31.4,0.165,0.311,0.109,894.3,859.6,0.159,0.084,987.59,9.86,58.2,7.4,54.0,14.15,-32.85005903187721
"Anson County, North Carolina",North Carolina,22.4,77.6,8.4,2.2,74.05,"(20000.0, 25000.0]",21.35,16.8,18.85,2.1,12.9,28.05,47.15,48.15,0.55,1.0,0.9,35.45,16.5,26095,0.442,60.7,0.198,0.34600000000000003,0.133,725.3,389.2,0.17400000000000002,0.119,455.74,11.23,90.3,10.4,54.3,20.7,-12.55532037714066
"Ida County, Iowa",Iowa,9.9,90.1,18.3,4.6,77.0,"(25000.0, 30000.0]",32.7,14.5,19.05,2.85,9.8,21.1,97.5,0.1,0.05,0.30000000000000004,0.7000000000000001,5.95,8.1,7030,0.391,26.9,,0.309,0.094,197.6,,0.106,0.04,57.22,,72.5,,65.1,9.8,51.89415041782729
"Lavaca County, Texas",Texas,23.7,76.3,14.0,3.7,76.35,"(20000.0, 25000.0]",28.8,13.4,22.2,0.9,13.5,21.15,77.05,6.8,0.1,0.2,0.7000000000000001,17.2,9.75,18947,0.444,49.3,,0.292,0.12300000000000001,144.7,87.0,0.243,0.045,93.84,,52.0,,40.1,10.65,71.45835746553921
"St. Charles Parish, Louisiana",Louisiana,15.5,84.5,19.7,5.1,82.0,"(30000.0, 40000.0]",32.55,13.3,26.6,0.6000000000000001,13.35,13.55,66.75,26.55,0.25,0.9,1.1,23.0,14.15,52095,0.412,36.5,0.198,0.33399999999999996,0.106,361.8,174.5,0.151,0.06,297.52,8.25,64.6,9.5,62.8,12.75,30.782741504390977
"Rock County, Minnesota",Minnesota,11.0,89.0,16.8,4.8,75.95,"(25000.0, 30000.0]",31.55,15.9,23.95,2.35,11.15,15.1,95.35,0.55,0.35000000000000003,0.65,0.95,8.9,10.6,9565,0.4,21.0,,0.245,0.083,145.6,,0.10099999999999999,0.038,779.99,,93.7,,55.5,8.8,35.73954649469524
"Beaver County, Utah",Utah,9.7,90.3,10.4,2.1,75.1,"(20000.0, 25000.0]",26.55,17.8,24.15,9.25,8.2,13.95,88.75,0.1,0.4,0.55,0.6000000000000001,27.8,12.15,6384,0.4,44.2,,0.28300000000000003,0.08800000000000001,212.3,,0.208,0.059,76.98,,71.6,,12.4,17.35,63.21285140562249
"Monroe County, Iowa",Iowa,11.7,88.3,15.1,4.0,78.85,"(20000.0, 25000.0]",30.85,13.45,20.35,1.15,8.55,25.7,96.9,0.45,0.65,0.45,0.4,14.1,10.55,7791,0.401,40.2,0.149,0.33799999999999997,0.09300000000000001,235.8,,0.118,0.055999999999999994,144.66,,65.7,,32.9,13.75,41.15504682622269
"Pulaski County, Illinois",Illinois,21.1,78.9,11.9,4.6,76.7,"(20000.0, 25000.0]",26.95,24.7,17.65,2.0,6.65,22.05,64.4,31.35,0.35000000000000003,0.45,1.7000000000000002,28.3,20.65,6295,0.48,59.0,,0.33299999999999996,0.124,512.7,94.0,0.154,0.103,1124.21,,83.0,,38.3,25.4,30.974524868580666
"Laurel County, Kentucky",Kentucky,25.8,74.2,13.6,5.2,70.5,"(20000.0, 25000.0]",27.5,15.95,27.85,0.65,10.0,18.05,96.45,0.85,0.2,0.6000000000000001,0.9,29.15,16.0,57936,0.471,61.8,0.297,0.325,0.11699999999999999,165.1,27.8,0.19,0.095,78.26,5.96,91.2,6.7,23.0,19.6,69.0944247502417
"Yakima County, Washington",Washington,29.2,70.8,15.6,6.0,71.2,"(20000.0, 25000.0]",25.7,17.55,21.55,11.3,7.45,16.45,49.55,0.8,3.75,1.0,1.95,35.1,12.3,238071,0.43700000000000006,68.4,0.157,0.319,0.096,500.1,90.6,0.253,0.098,332.47,7.82,62.6,7.6,28.1,21.3,15.363870218239143
"Houston County, Texas",Texas,21.5,78.5,13.4,3.5,69.85,"(20000.0, 25000.0]",22.6,24.95,22.9,1.9,11.7,15.9,62.65,25.65,0.35000000000000003,0.30000000000000004,1.2,39.0,13.05,23172,0.493,64.1,,0.298,0.125,238.5,337.2,0.28800000000000003,0.095,192.54,,81.2,,48.1,25.7,50.91544206215369
"St. John the Baptist Parish, Louisiana",Louisiana,18.5,81.5,15.8,3.9,76.0,"(25000.0, 30000.0]",24.5,17.65,27.6,0.5,13.1,16.7,42.45,51.05,0.35000000000000003,0.45,1.1,24.5,13.15,46535,0.42100000000000004,48.7,0.17400000000000002,0.364,0.125,623.6,282.1,0.184,0.079,228.55,17.6,81.3,10.1,57.3,14.9,-24.537126325940214
"Pipestone County, Minnesota",Minnesota,14.3,85.7,15.4,4.7,79.85,"(20000.0, 25000.0]",30.3,18.2,21.8,3.8,7.95,17.9,93.55,0.4,1.25,0.7000000000000001,1.3,17.55,13.4,9449,0.434,30.6,,0.289,0.08800000000000001,73.7,,0.129,0.043,27.94,,81.5,,55.6,10.45,46.264908976773384
"Fayette County, West Virginia",West Virginia,23.4,76.6,10.7,3.5,75.5,"(20000.0, 25000.0]",26.35,18.0,26.9,0.45,15.65,12.65,92.55,5.0,0.30000000000000004,0.30000000000000004,1.05,31.6,14.0,46139,0.431,68.1,0.264,0.33399999999999996,0.13,267.0,56.9,0.206,0.08199999999999999,232.25,4.63,106.6,5.7,31.8,20.95,39.6194113386449
